0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,19.952,5.3282
20.169,2.3789,19.452,5.1362
19.642,2.1831,18.951,4.9472
19.112,1.9915,18.449,4.7622
18.581,1.805,17.945,4.5819
18.049,1.6244,17.439,4.4073
17.514,1.4503,16.931,4.239
16.978,1.2836,16.422,4.0777
16.44,1.1247,15.91,3.9238
15.901,0.97393,15.396,3.7778
15.36,0.83143,14.88,3.6397
14.818,0.69713,14.362,3.5094
14.274,0.57068,13.842,3.3868
13.73,0.45161,13.32,3.2712
13.184,0.33946,12.797,3.1623
12.638,0.23382,12.273,3.0596
12.09,0.13434,11.747,2.9629
11.542,0.040762,11.22,2.8719
10.993,-0.047152,10.692,2.7863
10.443,-0.1296,10.163,2.706
9.8928,-0.20675,9.6335,2.6308
9.3419,-0.27878,9.1026,2.5605
8.7904,-0.34587,8.5709,2.4951
8.2392,-0.39584,8.0342,2.4464
7.6896,-0.41368,7.4875,2.429
7.1419,-0.3975,6.9295,2.4446
6.5955,-0.35732,6.3623,2.4829
6.049,-0.30529,5.7891,2.5323
5.5018,-0.25374,5.2148,2.5809
4.9535,-0.21151,4.644,2.6208
4.4044,-0.18165,4.0792,2.6491
3.8549,-0.16489,3.5226,2.6653
3.3049,-0.15817,2.973,2.6723
0,0,2.4299,2.6732
0,0,1.8935,2.6705
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
